name,category,address,borough,neighborhood,latitude,longitude,phone,website,hours,is_free,description
CIVA - Centre for Immigration and Visa Assistance,immigrant_services,"37-22 73rd St #1D, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.748190799999996,-73.8929694,(347) 279-8366,https://civa.network/,Monday: 2:30 – 10:30 PM; Tuesday: 2:30 – 10:30 PM; Wednesday: 2:30 – 10:30 PM; Thursday: 2:30 – 10:30 PM; Friday: 2:30 – 10:30 PM; Saturday: 2:30 – 11:00 PM; Sunday: 2:30 – 11:00 PM,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
"Casa del Inmigrante: Inmigracion, OSHA, ITIN Taxes, Seguros, Real Estate",legal,"95-51 Roosevelt Ave 2nd floor, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7492865,-73.8700438,(917) 525-2045,https://www.inmigrante.casa/,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 7:00 AM – 7:00 PM; Sunday: 7:00 AM – 7:00 PM,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
Lumbini Worldwide Inc.,immigrant_services,"37-40 77th St, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.748054599999996,-73.8891028,(718) 795-7585,,,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
Lhachoepa Law Offices,legal,"76-11 37th Ave #201, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.749394699999996,-73.8894952,(347) 459-3152,http://lhachoepalaw.com/,Monday: 10:00 AM – 6:30 PM; Tuesday: 9:30 AM – 6:30 PM; Wednesday: 9:30 AM – 6:30 PM; Thursday: 9:30 AM – 7:00 PM; Friday: 9:30 AM – 6:30 PM; Saturday: 9:30 AM – 6:30 PM; Sunday: 11:00 AM – 6:30 PM,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
Voces Latinas,immigrant_services,"37-63C 83rd St 2nd Floor, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7481211,-73.8829427,(718) 593-4528,http://voceslatinas.org/,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
Paula DeMattia Immigrations Services,immigrant_services,"82-11 37th Ave, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7500293,-73.8836551,(646) 671-2446,https://paulademattia.com/,Monday: 10:00 AM – 5:00 PM; Tuesday: 10:00 AM – 5:00 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 10:00 AM – 5:00 PM; Friday: 10:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
Horizonte de Esperanza Corp,immigrant_services,"81-06 Roosevelt Ave, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7473653,-73.8845358,(929) 372-3768,,Monday: 9:00 AM – 1:00 PM; Tuesday: 9:00 AM – 1:00 PM; Wednesday: 9:00 AM – 1:00 PM; Thursday: 9:00 AM – 1:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
The Law Office of Marilyn Orbach-Rosenberg,legal,"37-32 75th St 3rd Floor, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7481259,-73.8909132,(718) 440-9002,http://www.orbachrosenberglaw.com/,Monday: 9:00 AM – 5:30 PM; Tuesday: 9:00 AM – 5:30 PM; Wednesday: 9:00 AM – 5:30 PM; Thursday: 9:00 AM – 5:30 PM; Friday: 9:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
Tri-State One Multi Services,immigrant_services,"37-14 73rd St, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7484093,-73.8929416,(718) 672-7100,,,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
Inmigracion,legal,"79-13 Roosevelt Ave, Flushing, NY 11372, USA",Queens,Flushing,40.747521299999995,-73.8861634,(929) 529-3404,,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: Closed,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
Immigrant Elder Homecare LLC,immigrant_services,"37-05 74th St. 2nd floor, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7487752,-73.8916244,(718) 457-0813,,Monday: 10:00 AM – 5:00 PM; Tuesday: 10:00 AM – 5:00 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 10:00 AM – 5:00 PM; Friday: 10:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
Juarez Law P.C.,legal,"78-27 37th Ave #9, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7495858,-73.88748629999999,(718) 806-1312,http://juarezlegal.com/,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: 9:00 AM – 7:00 PM,unknown,Google Places result for: immigrant services Jackson Heights Queens NYC
Legal Services - Servicios Legales (Unknown Name),legal,"84-30 Roosevelt Ave, Flushing, NY 11372, USA",Queens,Flushing,40.747781499999995,-73.8812787,,,,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
Corporación Migrante Latino Notaría Pública NY,legal,"84-02 Roosevelt Ave, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7477205,-73.8818902,(929) 781-0975,http://www.corporacionmigrantelatino.com/,,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
New York Traffic Ticket Lawyers,legal,"74-09 37th Ave, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.749221899999995,-73.8914168,(646) 785-4086,https://nytrafficticketlawyers.com/,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: 10:00 AM – 2:00 PM,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
"Law Office of Munawar Sandhu, Esq.",legal,"35-50D 73rd St 1st Floor, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.749341,-73.893124,(718) 397-1341,,Monday: 10:00 AM – 5:00 PM; Tuesday: 10:00 AM – 5:00 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 10:00 AM – 5:00 PM; Friday: 10:00 AM – 5:00 PM; Saturday: 10:00 AM – 3:00 PM; Sunday: Closed,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
SKYLAND TRAVEL & TAX - NOTARY,legal,"37-15 73rd St SUIT L1, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.748387099999995,-73.892372,(718) 779-0011,http://skylandny.com/,Monday: 11:00 AM – 9:00 PM; Tuesday: 11:00 AM – 9:00 PM; Wednesday: 11:00 AM – 9:00 PM; Thursday: 11:00 AM – 9:00 PM; Friday: 11:00 AM – 9:00 PM; Saturday: 11:00 AM – 9:00 PM; Sunday: 11:00 AM – 9:00 PM,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
Notaria & Apostilla Ecuador,legal,"80-20 Roosevelt Ave, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7473311,-73.8850704,(718) 878-6646,https://www.instagram.com/notariayapostillaecuador/,Monday: 10:00 AM – 7:00 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 10:00 AM – 7:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 7:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: 10:00 AM – 5:00 PM,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
Law Offices of Sanders L. Denis,legal,"80-05 Roosevelt Ave #200, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7476896,-73.8855408,(718) 766-9007,http://www.sandersdenis.com/,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
Law Office Of Mahipal Singh,legal,"37-11 74th St., Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7485231,-73.8915635,(718) 478-4000,,Monday: 10:00 AM – 6:30 PM; Tuesday: 10:00 AM – 6:30 PM; Wednesday: 10:00 AM – 6:30 PM; Thursday: 10:00 AM – 6:30 PM; Friday: 10:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
Ragues Law Queens,legal,"37-09 80th St, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7491901,-73.88593329999999,(718) 899-4050,https://www.ragueslaw.com/,Monday: 10:00 AM – 5:00 PM; Tuesday: 10:00 AM – 5:00 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 10:00 AM – 5:00 PM; Friday: 10:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
The UPS Store,legal,"73-08 Northern Blvd, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7545,-73.89356400000001,(718) 255-1369,https://locations.theupsstore.com/ny/jackson-heights/73-08-northern-blvd?utm_source=Yext&utm_medium=organic&utm_campaign=Listings,Monday: 8:30 AM – 7:00 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 7:00 PM; Thursday: 8:30 AM – 7:00 PM; Friday: 8:30 AM – 7:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 10:00 AM – 3:00 PM,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
Law Offices of Richard La Salle,legal,"88-01 Roosevelt Ave Second Floor, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.748416999999996,-73.878258,(718) 533-0033,https://richardlasalle.com/,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 12:00 – 4:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 12:00 – 4:00 PM; Sunday: Closed,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
Notaria Latinoamericana,legal,"88-18 Roosevelt Ave Second Floor, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7480531,-73.8779547,(347) 730-4011,https://notarialatinoamericana.com/,Monday: 10:00 AM – 7:00 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 10:00 AM – 7:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 7:00 PM; Saturday: 10:00 AM – 7:00 PM; Sunday: 10:00 AM – 5:30 PM,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
Complete Multiservice Corp.,legal,"95-38 Roosevelt Ave, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7489032,-73.8705441,(718) 779-1310,https://completemultiservice.com/,Monday: 11:00 AM – 6:00 PM; Tuesday: 11:00 AM – 6:00 PM; Wednesday: 11:00 AM – 6:00 PM; Thursday: 11:00 AM – 6:00 PM; Friday: 11:00 AM – 6:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: 9:00 AM – 2:30 PM,unknown,Google Places result for: legal aid Jackson Heights Queens NYC
Chhaya Community Development Corporation,community,"37-43 77th St #2, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7479692,-73.88861,(718) 478-3848,http://www.chhayacdc.org/,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 6:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: mutual aid Jackson Heights Queens NYC
South Asian Community Center,community,"37-07 74th St. 2nd Floor Suite #2, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.748695,-73.89150699999999,(646) 600-8733,https://www.southasiancommunitycenter.com/,"Monday: 10:00 – 11:30 AM, 12:00 – 1:30 PM, 6:45 – 8:15 PM; Tuesday: 8:45 – 9:45 AM, 10:00 – 11:30 AM, 12:00 – 1:00 PM; Wednesday: 6:00 – 7:30 PM; Thursday: 8:45 – 11:30 AM, 6:00 – 7:00 PM; Friday: 10:00 – 11:30 AM; Saturday: Closed; Sunday: Closed",unknown,Google Places result for: community center Jackson Heights Queens NYC
Queens Community House - Family Enrichment Center - The S.E.V.E.N,community,"87-10 Northern Blvd , Entrance on corner of 88th and Suite 202, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7558551,-73.88022040000001,(917) 724-9279,https://www.qchnyc.org/programs/adult-and-family-services/family-enrichment-center,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: community center Jackson Heights Queens NYC
Jewish Center of Jackson Heights,community,"37-06 77th St, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7489956,-73.8892472,(718) 429-1150,https://jcjh.org/,Monday: 10:00 AM – 4:00 PM; Tuesday: 10:00 AM – 4:00 PM; Wednesday: 10:00 AM – 4:00 PM; Thursday: 10:00 AM – 4:00 PM; Friday: 10:00 AM – 4:00 PM; Saturday: 9:30 AM – 12:00 PM; Sunday: Closed,unknown,Google Places result for: community center Jackson Heights Queens NYC
Jackson Heights Islamic Center,community,"71-20 Roosevelt Ave, Flushing, NY 11372, USA",Queens,Flushing,40.7463997,-73.8938814,(718) 426-5841,,Monday: 4:45 AM – 9:25 PM; Tuesday: 4:45 AM – 9:25 PM; Wednesday: 4:45 AM – 9:25 PM; Thursday: 4:45 AM – 9:25 PM; Friday: 4:45 AM – 9:25 PM; Saturday: 4:45 AM – 9:25 PM; Sunday: 4:45 AM – 9:25 PM,unknown,Google Places result for: community center Jackson Heights Queens NYC
Diversity Plaza,community,"73-19 37th Rd, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.747324899999995,-73.8918039,(929) 507-7764,https://www.facebook.com/SukhiNewYork,Monday: 10:00 AM – 10:00 PM; Tuesday: 10:00 AM – 10:00 PM; Wednesday: 10:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 10:00 AM – 10:00 PM; Saturday: 10:00 AM – 10:00 PM; Sunday: 10:00 AM – 10:00 PM,unknown,Google Places result for: community center Jackson Heights Queens NYC
Northern Playground,community,"Northern Blvd, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7561652,-73.8746275,(212) 639-9675,https://www.nycgovparks.org/parks/northern-playground,,unknown,Google Places result for: community center Jackson Heights Queens NYC
Playground Ninety,community,"87G8Q44C+RH, 90th St, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.75734010000001,-73.8784763,(212) 639-9675,https://www.nycgovparks.org/parks/playground-ninety,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,unknown,Google Places result for: community center Jackson Heights Queens NYC
Queens Public Library at Jackson Heights,community,"35-51 81st St, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.750206399999996,-73.8850497,(718) 899-2500,http://www.queenslibrary.org/,Monday: 10:00 AM – 6:00 PM; Tuesday: 1:00 – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 12:00 – 8:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: 12:00 – 5:00 PM,unknown,Google Places result for: community center Jackson Heights Queens NYC
Travers Park,community,"76-09 34th Ave, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7539534,-73.88936199999999,(212) 639-9675,https://www.nycgovparks.org/parks/travers-park,Monday: 6:00 AM – 9:00 PM; Tuesday: 6:00 AM – 9:00 PM; Wednesday: 6:00 AM – 9:00 PM; Thursday: 6:00 AM – 9:00 PM; Friday: 6:00 AM – 9:00 PM; Saturday: 6:00 AM – 9:00 PM; Sunday: 6:00 AM – 9:00 PM,unknown,Google Places result for: community center Jackson Heights Queens NYC
Queens Community Board 3,community,"82-11 37th Ave #606, Flushing, NY 11372, USA",Queens,Flushing,40.7500176,-73.8839356,(718) 458-2707,https://queenscb3.cityofnewyork.us/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: community center Jackson Heights Queens NYC
Roosevelt Terrace Cooperative Inc.,housing,"35-50 85th St, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.750767499999995,-73.8819067,(718) 446-0624,,,unknown,Google Places result for: affordable housing Jackson Heights Queens NYC
Roosevelt Parc Apartments,housing,"37-46 72nd St, Flushing, NY 11372, USA",Queens,Flushing,40.747343,-73.8940159,(212) 366-5034,http://www.rooseveltparc.com/,Monday: 10:00 AM – 5:30 PM; Tuesday: 10:00 AM – 5:30 PM; Wednesday: 10:00 AM – 5:30 PM; Thursday: 10:00 AM – 5:30 PM; Friday: 10:00 AM – 5:30 PM; Saturday: 11:00 AM – 5:00 PM; Sunday: 11:00 AM – 5:00 PM,unknown,Google Places result for: affordable housing Jackson Heights Queens NYC
The Jax Apartments,housing,"91-09 Roosevelt Ave, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7487025,-73.8751358,,,,unknown,Google Places result for: affordable housing Jackson Heights Queens NYC
Brulene Co-Op Apartments,housing,"34-40 94th St, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7536266,-73.87377889999999,(718) 565-1603,,,unknown,Google Places result for: affordable housing Jackson Heights Queens NYC
Safe Haven,housing,"33-06 92nd St, Jackson Heights, NY 11372, USA",Queens,Jackson Heights,40.7561533,-73.876464,,,,unknown,Google Places result for: emergency shelter Jackson Heights Queens NYC
Laguardia Family Center,health,"102-10 Ditmars Blvd, Flushing, NY 11369, USA",Queens,Flushing,40.768436699999995,-73.8680949,(929) 666-4910,https://www.nyc.gov/assets/home/mail/html/maildhs.html,,unknown,Google Places result for: homeless shelter Jackson Heights Queens NYC
Kehilat Food Pantry,food,"150-62 78th Rd, Flushing, NY 11367, USA",Queens,Flushing,40.7210021,-73.81152399999999,,http://kehilatpantry.org/,Monday: 10:00 AM – 2:00 PM; Tuesday: 11:00 AM – 1:00 PM; Wednesday: 10:00 AM – 2:00 PM; Thursday: 11:00 AM – 1:00 PM; Friday: Closed; Saturday: Closed; Sunday: 10:00 AM – 4:00 PM,unknown,Google Places result for: food pantry Flushing Queens NYC
Icna Relief Food Pantry,food,"140-32 Cherry Ave, Flushing, NY 11355, USA",Queens,Flushing,40.754394399999995,-73.821624,(929) 329-7986,http://www.icnarelief.org/,Monday: Closed; Tuesday: Closed; Wednesday: 11:30 AM – 2:00 PM; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
Flushing Community Partner Mobile Market - Food Distribution Center,food,"42-07 Parsons Blvd, Flushing, NY 11355, USA",Queens,Flushing,40.758044999999996,-73.81879,,,,unknown,Google Places result for: food pantry Flushing Queens NYC
Saint Michael's Church - Food Distribution Center,food,"36-26 41st Ave, Flushing, NY 11368, USA",Queens,Flushing,40.7589298,-73.8262446,(718) 961-0295,,Monday: 9:30 AM – 6:30 PM; Tuesday: 9:30 AM – 6:30 PM; Wednesday: 9:30 AM – 6:30 PM; Thursday: 9:30 AM – 6:30 PM; Friday: 9:30 AM – 6:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
Pomonok Community Center - Food Pantry,food,"67-09 Kissena Blvd, Flushing, NY 11367, USA",Queens,Flushing,40.735079899999995,-73.81420899999999,(718) 591-6060,https://www.qchnyc.org/programs/adult-family-services/food-access-initiatives,Monday: Closed; Tuesday: 10:00 AM – 1:00 PM; Wednesday: Closed; Thursday: 10:00 AM – 1:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
Queens Community House- Pomonok Community Center,food,"67-09 Kissena Blvd, Flushing, NY 11367, USA",Queens,Flushing,40.7349436,-73.8143766,(718) 591-6060,https://www.qchnyc.org/,,unknown,Google Places result for: food pantry Flushing Queens NYC
Murray Hill Neighborhood Association-Food Pantry,food,"41-54 Murray St, Flushing, NY 11355, USA",Queens,Flushing,40.7616793,-73.8126363,(646) 584-9118,http://www.murrayhillflushing.com/mhna-food-pantry.html,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: 11:00 AM – 12:00 PM; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
YWCA Queens,food,"42-07 Parsons Blvd, Flushing, NY 11355, USA",Queens,Flushing,40.758044999999996,-73.81879,(718) 353-4553,http://www.ywcaqueens.org/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
Food Sharing With Our Neighbors Programs - Food Pantry,food,"38-24 149th St, Flushing, NY 11354, USA",Queens,Flushing,40.763722,-73.8171449,(718) 939-8599,,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 10:00 AM – 12:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
South Asian Council For Social Services (Sacss) South Asian - Food Pantry,food,"143-02 45th Ave, Flushing, NY 11355, USA",Queens,Flushing,40.75374,-73.818116,(718) 321-7929,https://www.sacssny.org/,Monday: 10:00 AM – 5:30 PM; Tuesday: 10:00 AM – 5:30 PM; Wednesday: 10:00 AM – 5:30 PM; Thursday: 10:00 AM – 5:30 PM; Friday: 10:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
Pomonok Community Center,food,"67-09 Kissena Blvd, Flushing, NY 11367, USA",Queens,Flushing,40.7349436,-73.8143766,(718) 591-3377,http://qchnyc.org/,Monday: 8:00 AM – 9:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 9:00 PM; Saturday: 12:00 – 4:00 PM; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
Emmanuel Community Church - Food Distribution Center,food,"150-20 Barclay Ave, Flushing, NY 11355, USA",Queens,Flushing,40.761752699999995,-73.8127999,(718) 460-2063,,,unknown,Google Places result for: food pantry Flushing Queens NYC
Corona Meal Programs - Food Distribution Center,food,"35-30 103rd St, Flushing, NY 11368, USA",Queens,Flushing,40.7538172,-73.86486459999999,(718) 429-7050,,Monday: 9:00 AM – 12:00 PM; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: 12:00 – 2:30 PM,unknown,Google Places result for: food pantry Flushing Queens NYC
Elmcor Youth And Adult Activities - Food Distribution Center,food,"107-20 Northern Blvd, Flushing, NY 11368, USA",Queens,Flushing,40.7575977,-73.86123429999999,(718) 651-0096,https://www.elmcor.org/,Monday: Closed; Tuesday: Closed; Wednesday: 9:30 AM – 3:00 PM; Thursday: Closed; Friday: 9:30 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
South Asian Council for Social Services,food,"143-06 45th Ave, Flushing, NY 11355, USA",Queens,Flushing,40.753922599999996,-73.81806689999999,(718) 321-7929,http://sacssny.org/,Monday: 10:00 AM – 5:30 PM; Tuesday: 10:00 AM – 5:30 PM; Wednesday: 10:00 AM – 5:30 PM; Thursday: 10:00 AM – 5:30 PM; Friday: 10:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
Free Synagogue of Flushing,food,"136-23 Sanford Ave, Flushing, NY 11355, USA",Queens,Flushing,40.757088599999996,-73.82806240000001,,,Monday: 9:00 AM – 2:00 PM; Tuesday: 9:00 AM – 2:00 PM; Wednesday: 9:00 AM – 2:00 PM; Thursday: 9:00 AM – 2:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,unknown,Google Places result for: food pantry Flushing Queens NYC
Charles B. Wang Community Health Center,health,"136-26 37th Ave, Flushing, NY 11354, USA",Queens,Flushing,40.7616243,-73.8300634,(718) 886-1222,https://www.cbwchc.org/,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
Charles B. Wang Community Health Center,health,"131-72 40th Rd 4th Floor, Flushing, NY 11354, USA",Queens,Flushing,40.756856299999995,-73.8343531,(718) 587-1111,https://www.cbwchc.org/,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
Charles B. Wang Community Health Center,health,"137-43 45th Ave, Flushing, NY 11355, USA",Queens,Flushing,40.7518022,-73.8219938,(929) 362-3006,https://www.cbwchc.org/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,unknown,Google Places result for: free clinic Flushing Queens NYC
HealthNeed Medical Urgent Care,health,"136-21 Roosevelt Ave, Flushing, NY 11354, USA",Queens,Flushing,40.759998599999996,-73.8293434,(718) 888-1808,http://www.healthneeduc.com/,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,unknown,Google Places result for: free clinic Flushing Queens NYC
